Date,Open,High,Low,Close,Volume,Total Income From Operations,Net P/L After M.I & Associates,Basic EPS,EPS_TTM,Annualized_Sales,Annualized_Profit,Equity Share Capital,Reserves,Borrowings,Total,Avg_Assets,Cash from Operating Activity,Daily_PE,Total_Equity,Net_Margin,Asset_Turnover,Equity_Multiplier,DuPont_ROE,Debt_to_Equity,Earnings_Quality,Earnings_Yield
2020-12-23,647.6313366151035,654.0010695985399,644.5767183346328,651.4910888671875,15467394.0,31742.27,7702.86,14.0,53.900000000000006,127089.84999999999,29569.97,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.087033188630565,176358.71,0.24266884504479358,0.08845229097097868,8.96372189386053,0.1924028420316531,7.558693585363604,-0.5704804570312381,8.27332881770053
2020-12-24,658.0029330191164,664.9173036746126,652.1304324501009,661.6495361328125,14952188.0,31742.27,7702.86,14.0,53.900000000000006,127089.84999999999,29569.97,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.275501598011362,176358.71,0.24266884504479358,0.08845229097097868,8.96372189386053,0.1924028420316531,7.558693585363604,-0.5704804570312381,8.146306625563883
2020-12-28,665.3908677908984,672.9682726910083,664.9172799846416,669.1085205078125,11699194.0,31742.27,7702.86,14.0,53.900000000000006,127089.84999999999,29569.97,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.413887207937151,176358.71,0.24266884504479358,0.08845229097097868,8.96372189386053,0.1924028420316531,7.558693585363604,-0.5704804570312381,8.05549448975679
2020-12-29,672.9920220532118,679.48015232617,672.4947316976208,675.904541015625,14495346.0,31742.27,7702.86,14.0,53.900000000000006,127089.84999999999,29569.97,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.539972931644247,176358.71,0.24266884504479358,0.08845229097097868,8.96372189386053,0.1924028420316531,7.558693585363604,-0.5704804570312381,7.974498872134962
2020-12-30,681.9191735548343,681.9191735548343,669.1796485141934,678.4146118164062,16216726.0,31742.27,7702.86,14.0,53.900000000000006,127089.84999999999,29569.97,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.58654196319863,176358.71,0.24266884504479358,0.08845229097097868,8.96372189386053,0.1924028420316531,7.558693585363604,-0.5704804570312381,7.944993969939214
2020-12-31,679.5986070658506,683.8608979812462,674.8864307893492,680.2142944335938,22145750.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.190220330351142,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.203297175115084
2021-01-01,681.9665290675612,683.3872926697853,672.7789128776417,674.8864135742188,8810938.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.094738594520049,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.268057983932662
2021-01-04,681.0192736609507,681.0192736609507,662.5493489928165,670.600341796875,15740192.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.01792727234543,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.320902409695139
2021-01-05,672.1158766477084,677.5858396272231,667.285303536437,675.6677856445312,14386824.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.108741678217404,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.258496436495253
2021-01-06,679.5985087322957,681.9664477871121,669.2269241099976,672.7551879882812,22134050.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.056544587603605,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.29425041921371
2021-01-07,678.4146138096108,678.4619610337114,668.9665590663031,670.7188110351562,19894842.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.020050376974126,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.319432686535343
2021-01-08,678.1777070529124,682.9135848954606,673.9627642108427,678.011962890625,13768764.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.15075202312948,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.229943283316596
2021-01-11,686.7022369031238,693.7587059341912,680.214107858165,687.388916015625,17331392.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.318797778057794,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.117675263581296
2021-01-12,687.862529995965,704.5564988055578,686.2760225365455,701.3834838867188,20388156.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.569596485425066,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.955704872145568
2021-01-13,707.0192005476937,708.9135516468576,692.4326739597276,696.4818725585938,16934650.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.481753988505263,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.011694517620867
2021-01-14,696.7187757202818,704.6987194148936,689.5439082446808,695.5821533203125,12297166.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.46562998781922,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.022057457000964
2021-01-15,695.7478524799448,696.9555245413233,684.3343976182036,694.5875854492188,14165236.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.447806190846213,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.033544101412613
2021-01-18,696.1266554557428,711.7313489217837,694.75323939848,702.3779907226562,42825632.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.587419188578068,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.944440278174008
2021-01-19,706.4983186612751,715.8990251352752,694.7533178392471,712.2050170898438,17360254.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.76353077221942,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.8348226509279
2021-01-20,710.8553078986365,710.8553078986365,703.751490697784,706.593017578125,13346052.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.662957304267472,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.897049448812369
2021-01-21,706.5930756304524,707.7059955211522,695.2980169153192,698.4473876953125,26333054.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.516978274109542,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.98914864355423
2021-01-22,695.1794946049523,695.1794946049523,682.0374340732837,683.6476440429688,15392364.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.251749893243167,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.162099363059145
2021-01-25,693.853475383822,701.3835329786784,689.1412998903074,692.7879028320312,20344718.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.415553814194107,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.054413157605165
2021-01-27,695.2270015102044,697.0740057875922,665.9356029610964,667.5694580078125,23556276.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,11.963610358562947,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.358680783048493
2021-01-28,658.2397444156159,663.6386573049136,635.5548755229009,649.5020141601562,42704446.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,11.639821042296706,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.591197376370364
2021-01-29,658.9264028315245,667.1668424746923,646.2105814067206,658.5238647460938,28704502.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,11.801502952438955,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.473497011610162
2021-02-01,667.8771996524747,702.0939184433921,663.4965124716306,699.3707885742188,26370544.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.533526676957324,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.978600323550459
2021-02-02,710.8552586250999,747.5583116187343,709.1503541772746,739.0574340820312,42420206.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.244756883190524,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.55015746094322
2021-02-03,747.7951369461741,749.0738008830458,730.2723883286894,745.8060913085938,20237254.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.365700561085909,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.481837524562604
2021-02-04,741.6384797696535,752.0574111584991,730.9590519716828,747.8424682617188,24484684.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.402194771715388,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.4614644618540105
2021-02-05,733.1139377693545,766.3834817798823,733.1139377693545,756.6038818359375,27054716.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.55920935189852,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.375061288953274
2021-02-08,767.2123497970526,772.7296600476119,755.7041414256892,760.2269287109375,17447580.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.62413850736447,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.339913635342551
2021-02-09,762.4763521662492,771.0009325010271,751.4417333862714,763.3524780273438,18421366.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.680151935973901,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.309860334009581
2021-02-10,761.6948965661414,764.7732171448926,742.1120533696732,749.0974731445312,19788006.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.424685898647512,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.44896385323061
2021-02-11,749.215885700542,756.6985959261269,740.7859998925289,744.645751953125,13648618.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.344905948980733,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.493496048777913
2021-02-12,745.3798525902982,754.1885741389179,744.9536120066047,749.1921997070312,9910106.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.426383507294466,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.448022019158819
2021-02-15,757.787912239673,769.5802613449466,756.1777019768093,765.6021118164062,10355244.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.720467953699035,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.288381149787243
2021-02-16,767.7806058448106,777.1576684792043,761.742360705804,770.3616943359375,13897358.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.805765131468412,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.243350806545538
2021-02-17,767.2122995476974,768.0647807827121,749.6895494962994,751.3471069335938,12794426.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.465001916372646,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.426660658577842
2021-02-18,760.5584237121387,760.5584237121387,733.1140295170923,736.09765625,14720560.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.19171426971326,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.580515917448963
2021-02-19,731.6931664576377,740.7860292853279,726.0101127375784,728.8989868164062,17139508.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.062705856924842,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.6553817482606545
2021-02-22,731.7169525971016,745.379950915023,729.0648143091637,733.114013671875,29451838.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.138243972614246,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.611367257941246
2021-02-23,735.8370774568311,737.7077262268455,721.1085077743629,724.1868286132812,18239906.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.978258577298947,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.705193990734322
2021-02-24,722.931841154258,764.3470748323017,718.0775657714667,760.795166015625,14314332.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.634321971606182,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.334431459683328
2021-02-25,762.3579920072215,774.908069216845,758.6876864081806,760.771484375,20109570.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.633897569444443,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.33465976920016
2021-02-26,751.6075668233725,752.4836927211386,720.3270684390092,726.6731567382812,27912846.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.022816429001455,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.6788305006974324
2021-03-01,740.6913483244873,744.7405472981088,729.6567290261943,738.2760620117188,13536018.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.230753799493167,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.55814835008348
2021-03-02,746.2323286853281,751.8206882642336,734.5347322820953,742.680419921875,16110038.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.30968494483647,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.513325853651802
2021-03-03,750.1631036638017,755.8461574794367,741.1649351223799,751.5128173828125,11222410.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.46797163768481,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.425023061393254
2021-03-04,733.3744859871274,744.0065100625322,728.8990461317771,735.0320434570312,16291438.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.17261726625504,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.591505771307504
2021-03-05,725.0629432827818,731.9773138054445,720.3744123616639,724.58935546875,17445822.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.985472320228494,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.700913569714528
2021-03-08,730.2723633294515,736.429004524836,716.3015236937714,719.6166381835938,15117050.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.896355523003471,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.754128662289755
2021-03-09,731.6931703125,741.4964149068451,728.496452578125,739.98095703125,15066696.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.261307473678315,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.540734591855655
2021-03-10,744.4800426906737,745.9008061309231,735.0793361565595,736.7842407226562,11055016.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.20401865094366,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.5734518894255904
2021-03-12,757.7405377905536,757.7405377905536,726.9810309590243,734.984619140625,15631204.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.171767368111558,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.591995607369814
2021-03-15,733.303371388489,733.303371388489,717.6276265503748,723.9500122070312,12230386.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.974014555681563,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.7077144912102895
2021-03-16,725.0155744712979,729.5146585706096,715.1175778906098,716.1358032226562,13722366.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.833974968147961,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.791818220635875
2021-03-17,721.8662033617888,728.8516234041614,705.7405156649922,708.1795043945312,21064428.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.691388967643928,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.879358221148614
2021-03-18,715.9463931517981,720.8243708649012,701.4546172951518,706.1194458007812,18065540.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.654470354852709,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.902345747852829
2021-03-19,703.2779062108723,715.6858838559789,698.0921427541265,709.19775390625,21235020.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.709637166778673,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.868045223304006
2021-03-22,707.9664315664949,707.9664315664949,691.6276520560606,695.7715454101562,14015632.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.469024111293121,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.01987381750514
2021-03-23,696.1740150663642,713.9098537543666,695.7477745153468,710.4526977539062,19761428.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.732127199890792,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.854147105980667
2021-03-24,706.0720757291848,713.4363314696999,696.6476667715011,700.3416748046875,16368900.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.550926071768592,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.967539560681093
2021-03-25,705.7405405403921,708.2742816057414,686.8207304085842,693.0247192382812,23964356.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.41979783581149,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,8.0516608500388
2021-03-26,707.5401384822288,709.9080773660381,698.0683829469915,706.261474609375,12021258.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,12.657015674003135,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.900756590307058
2021-03-30,713.5310828024924,740.0046528436594,711.1157965428214,735.8133544921875,25607644.0,31851.6,8769.33,15.9,55.800000000000004,127740.53,30679.649999999998,548.33,175810.38,1333041.45,1580830.43,1436818.0699999998,-16869.09,13.186619256132392,176358.71,0.2753183513544061,0.08890515275883189,8.96372189386053,0.2194069935720353,7.558693585363604,-0.549846233578284,7.583444858582335
2021-03-31,733.1139368392285,733.1139368392285,704.698667969491,707.3744506835938,30774506.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,12.238312295563906,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.171061301994033
2021-04-01,710.0975869218903,710.0975869218903,693.8061543963869,704.106689453125,35763762.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,12.181776634137112,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.20898322168944
2021-04-05,700.9100217319855,703.2779609945935,677.7042169584265,686.512939453125,16006586.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,11.877386495728807,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.419360608999355
2021-04-06,691.4382599253059,692.6932792880586,678.4856438101414,682.0848999023438,15075734.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,11.800776814919443,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.47401841153138
2021-04-07,681.6350448468846,689.8754275412855,673.2288601490635,685.3763427734375,25088180.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,11.857722193312068,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.433322890327242
2021-04-08,688.1230294139348,691.8643843569828,677.4673045950678,678.5565795898438,17613592.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,11.73973321089695,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.518081135538829
2021-04-09,675.3362345728195,678.5566548887363,670.1741157477531,673.323486328125,28157816.0,32606.92,8433.78,15.3,57.8,128552.40000000001,31833.21,551.28,209258.9,1511417.62,1799506.63,1690168.5299999998,42476.45,11.649195265192475,209810.18,0.2586500043549038,0.07605892413580793,8.57683182960903,0.1687289340069275,7.203738255217169,1.334343913164899,8.584283954686352
